time,Longitude,Latitude,Altitude (m),Speed (km/h),Total Distance (km)
50:16.0,-8.498311,41.473853,131.1,4.9,-1222.396
50:17.0,-8.498304,41.473865,131.1,5.0,-1222.395
50:18.0,-8.498335,41.473813,132.2,4.4,-1222.401
50:19.0,-8.498328,41.473825,132.2,4.8,-1222.399
50:20.0,-8.49832,41.473837,132.2,4.8,-1222.398
50:21.0,-8.498313,41.47385,132.1,4.8,-1222.397
50:22.0,-8.498306,41.473861,132.1,4.8,-1222.395
50:23.0,-8.498298,41.473874,132.0,4.9,-1222.394
50:24.0,-8.498291,41.473886,131.9,4.9,-1222.393
50:25.0,-8.498284,41.473898,131.8,5.0,-1222.391
50:26.0,-8.498277,41.473909,131.8,4.7,-1222.39
50:27.0,-8.49827,41.47392,132.0,4.8,-1222.389
50:28.0,-8.498262,41.473934,131.9,5.3,-1222.387
50:29.0,-8.498255,41.473947,131.9,4.9,-1222.386
50:30.0,-8.498247,41.47396,131.8,5.1,-1222.384
50:31.0,-8.498239,41.473973,131.7,5.1,-1222.383
50:32.0,-8.498232,41.473985,131.7,4.9,-1222.382
50:33.0,-8.498225,41.473997,131.6,5.0,-1222.38
50:34.0,-8.498217,41.47401,131.6,4.9,-1222.379
50:35.0,-8.498209,41.474022,131.7,4.9,-1222.377
50:36.0,-8.498202,41.474035,131.7,5.0,-1222.376
50:37.0,-8.498195,41.474047,131.6,5.0,-1222.375
50:38.0,-8.498187,41.474059,131.5,4.3,-1222.373
50:39.0,-8.49818,41.47407,131.5,4.7,-1222.372
50:40.0,-8.498173,41.474082,131.4,4.9,-1222.371
50:41.0,-8.498166,41.474094,131.3,4.8,-1222.369
50:42.0,-8.498159,41.474106,131.2,4.9,-1222.368
50:43.0,-8.498151,41.474119,131.1,4.7,-1222.367
50:44.0,-8.498144,41.47413,130.8,4.6,-1222.365
50:45.0,-8.498137,41.474142,130.7,4.7,-1222.364
50:46.0,-8.49813,41.474155,130.6,4.9,-1222.363
50:47.0,-8.498123,41.474166,130.5,4.7,-1222.361
50:48.0,-8.498115,41.474179,130.5,5.2,-1222.36
50:49.0,-8.498107,41.474192,130.4,5.1,-1222.359
50:50.0,-8.4981,41.474205,130.4,5.0,-1222.357
50:51.0,-8.498092,41.474218,130.3,5.0,-1222.356
50:52.0,-8.498085,41.47423,130.2,4.8,-1222.354
50:53.0,-8.498078,41.474241,130.2,4.7,-1222.353
50:54.0,-8.49807,41.474254,130.2,5.0,-1222.352
50:55.0,-8.498063,41.474266,130.3,4.9,-1222.35
50:56.0,-8.498056,41.474278,130.3,4.9,-1222.349
50:57.0,-8.498049,41.474289,130.3,5.0,-1222.348
50:58.0,-8.498041,41.474302,130.4,5.2,-1222.346
50:59.0,-8.498034,41.474314,130.6,4.7,-1222.345
51:00.0,-8.498027,41.474327,130.8,4.8,-1222.344
51:01.0,-8.498019,41.474339,130.9,5.0,-1222.342
51:02.0,-8.498012,41.474352,131.0,4.9,-1222.341
51:03.0,-8.498005,41.474363,131.1,4.8,-1222.34
51:04.0,-8.497998,41.474375,131.1,4.8,-1222.338
51:05.0,-8.497991,41.474387,131.1,4.9,-1222.337
51:06.0,-8.497983,41.474399,131.1,4.7,-1222.336
51:07.0,-8.497976,41.47441,131.2,4.8,-1222.334
51:08.0,-8.497957,41.474443,131.0,5.1,-1222.331
51:09.0,-8.497949,41.474455,131.0,4.8,-1222.329
51:10.0,-8.497942,41.474467,130.9,4.8,-1222.328
51:11.0,-8.497935,41.474479,131.0,4.7,-1222.327
51:12.0,-8.497929,41.47449,131.0,4.6,-1222.325
51:13.0,-8.497922,41.474502,131.0,4.8,-1222.324
51:14.0,-8.497914,41.474514,131.0,4.8,-1222.323
51:15.0,-8.497907,41.474526,130.9,4.9,-1222.321
51:16.0,-8.4979,41.474538,130.8,4.7,-1222.32
51:17.0,-8.497893,41.474549,130.7,4.8,-1222.319
51:18.0,-8.497859,41.474606,131.1,4.7,-1222.313
51:19.0,-8.497852,41.474617,131.2,4.6,-1222.311
51:20.0,-8.497846,41.474628,131.5,4.4,-1222.31
51:21.0,-8.497839,41.47464,131.6,4.7,-1222.309
51:22.0,-8.497831,41.474652,131.6,4.8,-1222.307
51:23.0,-8.497824,41.474664,131.6,4.7,-1222.306
51:24.0,-8.497817,41.474676,131.5,4.7,-1222.305
51:25.0,-8.49781,41.474687,131.5,4.5,-1222.304
51:26.0,-8.497803,41.474699,131.7,4.8,-1222.302
51:27.0,-8.497797,41.47471,131.7,4.9,-1222.301
51:28.0,-8.497789,41.474722,131.6,4.7,-1222.3
51:29.0,-8.497782,41.474734,131.6,4.6,-1222.298
51:30.0,-8.497775,41.474745,131.5,4.6,-1222.297
51:31.0,-8.497768,41.474757,131.4,4.7,-1222.296
51:32.0,-8.497761,41.474769,131.3,4.7,-1222.294
51:33.0,-8.497754,41.474781,131.2,4.7,-1222.293
51:34.0,-8.497747,41.474793,131.2,4.9,-1222.292
51:35.0,-8.497739,41.474805,131.1,4.7,-1222.29
51:36.0,-8.497732,41.474817,131.1,4.6,-1222.289
51:37.0,-8.497726,41.474827,131.2,4.6,-1222.288
51:38.0,-8.497719,41.47484,131.1,5.1,-1222.287
51:39.0,-8.497712,41.474852,131.0,4.6,-1222.285
51:40.0,-8.497704,41.474864,131.0,4.9,-1222.284
51:41.0,-8.497697,41.474876,131.0,4.6,-1222.283
51:42.0,-8.49769,41.474888,131.1,4.8,-1222.281
51:43.0,-8.497683,41.4749,131.2,4.7,-1222.28
51:44.0,-8.497676,41.474911,131.1,4.6,-1222.279
51:45.0,-8.497669,41.474922,131.1,4.6,-1222.278
51:46.0,-8.497663,41.474933,131.1,4.5,-1222.276
51:47.0,-8.497656,41.474944,131.1,4.9,-1222.275
51:48.0,-8.497649,41.474957,131.1,4.9,-1222.274
51:49.0,-8.497641,41.474969,131.2,4.8,-1222.272
51:50.0,-8.497634,41.474981,131.2,4.7,-1222.271
51:51.0,-8.497627,41.474993,131.3,4.6,-1222.27
51:52.0,-8.49762,41.475004,131.1,4.7,-1222.268
51:53.0,-8.497613,41.475015,131.2,4.5,-1222.267
51:54.0,-8.497606,41.475027,131.3,4.6,-1222.266
51:55.0,-8.497599,41.475039,131.2,4.6,-1222.265
51:56.0,-8.497592,41.475051,131.2,4.9,-1222.263
51:57.0,-8.497585,41.475062,131.2,4.7,-1222.262
55:30.0,-8.495938,41.477808,130.7,5.0,-1221.957
55:31.0,-8.495931,41.47782,130.7,4.8,-1221.956
55:32.0,-8.495924,41.477831,130.8,4.7,-1221.955
55:33.0,-8.495917,41.477843,130.7,4.8,-1221.953
55:34.0,-8.49591,41.477855,130.8,4.6,-1221.952
55:35.0,-8.495903,41.477866,130.9,4.5,-1221.951
55:36.0,-8.495896,41.477878,131.0,4.6,-1221.949
55:37.0,-8.495889,41.477889,130.9,4.6,-1221.948
55:38.0,-8.495882,41.477901,130.8,4.6,-1221.947
55:39.0,-8.495876,41.47791,130.7,4.7,-1221.946
55:40.0,-8.495868,41.477924,130.7,4.7,-1221.944
55:41.0,-8.495861,41.477937,130.7,4.9,-1221.943
55:42.0,-8.495854,41.477948,130.8,4.6,-1221.942
55:43.0,-8.495847,41.47796,130.8,4.7,-1221.94
55:44.0,-8.49584,41.477972,130.7,4.8,-1221.939
55:45.0,-8.495833,41.477983,130.7,4.5,-1221.938
55:46.0,-8.495826,41.477995,130.8,4.7,-1221.936
55:47.0,-8.495819,41.478007,130.7,4.7,-1221.935
55:48.0,-8.495811,41.478019,130.8,4.9,-1221.934
55:49.0,-8.495806,41.478028,130.7,4.6,-1221.933
55:50.0,-8.495797,41.478042,130.7,4.7,-1221.931
55:51.0,-8.49579,41.478054,130.7,4.8,-1221.93
55:52.0,-8.495783,41.478066,130.7,4.7,-1221.929
55:53.0,-8.495776,41.478078,130.8,4.7,-1221.927
55:54.0,-8.495769,41.47809,130.8,4.7,-1221.926
55:55.0,-8.495762,41.478101,130.8,4.7,-1221.925
55:56.0,-8.495755,41.478113,130.7,4.8,-1221.923
55:57.0,-8.495748,41.478125,130.7,4.7,-1221.922
55:58.0,-8.49574,41.478137,130.8,4.7,-1221.921
55:59.0,-8.495735,41.478147,130.7,4.8,-1221.92
56:00.0,-8.495726,41.47816,130.7,4.5,-1221.918
56:01.0,-8.495719,41.478172,130.6,4.8,-1221.917
56:02.0,-8.495712,41.478184,130.6,4.8,-1221.915
56:03.0,-8.495705,41.478196,130.6,4.7,-1221.914
56:04.0,-8.495698,41.478208,130.7,4.8,-1221.913
56:05.0,-8.495691,41.47822,130.6,4.9,-1221.911
56:06.0,-8.495683,41.478232,130.6,4.8,-1221.91
56:07.0,-8.495676,41.478244,130.5,4.7,-1221.909
56:08.0,-8.495669,41.478256,130.6,4.8,-1221.907
56:09.0,-8.495663,41.478266,130.6,4.7,-1221.906
56:10.0,-8.495654,41.47828,130.5,4.9,-1221.905
56:11.0,-8.495647,41.478293,130.3,4.9,-1221.903
56:12.0,-8.49564,41.478305,130.2,4.9,-1221.902
56:13.0,-8.495632,41.478317,130.2,4.9,-1221.901
56:14.0,-8.495625,41.478329,130.3,4.7,-1221.899
56:15.0,-8.495618,41.478341,130.2,4.8,-1221.898
56:16.0,-8.49561,41.478354,130.2,5.0,-1221.897
56:17.0,-8.495604,41.478365,130.3,4.6,-1221.895
56:18.0,-8.495596,41.478377,130.4,5.0,-1221.894
56:19.0,-8.495591,41.478387,130.3,4.5,-1221.893
56:20.0,-8.495582,41.478401,130.4,4.8,-1221.891
56:21.0,-8.495575,41.478413,130.4,5.0,-1221.89
56:22.0,-8.495567,41.478426,130.2,5.1,-1221.889
56:23.0,-8.495559,41.478439,130.3,5.0,-1221.887
56:24.0,-8.495552,41.478451,130.3,4.9,-1221.886
56:25.0,-8.495545,41.478463,130.2,4.9,-1221.884
56:26.0,-8.495537,41.478475,130.1,4.9,-1221.883
56:27.0,-8.49553,41.478488,130.2,4.9,-1221.882
56:28.0,-8.495523,41.4785,130.2,4.9,-1221.88
56:29.0,-8.495517,41.47851,130.3,4.9,-1221.879
56:30.0,-8.495508,41.478524,130.3,4.8,-1221.878
56:31.0,-8.495501,41.478536,130.3,4.8,-1221.876
56:32.0,-8.495493,41.478549,130.3,5.0,-1221.875
56:33.0,-8.495487,41.47856,130.4,4.5,-1221.874
56:34.0,-8.495479,41.478572,130.5,4.8,-1221.872
56:35.0,-8.495472,41.478584,130.4,4.7,-1221.871
56:36.0,-8.495465,41.478596,130.3,4.8,-1221.87
56:37.0,-8.495458,41.478608,130.3,5.0,-1221.868
56:38.0,-8.49545,41.478621,130.3,5.1,-1221.867
56:39.0,-8.495444,41.478631,130.4,5.0,-1221.866
56:40.0,-8.495436,41.478644,130.5,4.4,-1221.864
56:41.0,-8.495429,41.478657,130.6,4.9,-1221.863
56:42.0,-8.495421,41.478669,130.6,4.9,-1221.862
56:43.0,-8.495415,41.47868,130.6,4.5,-1221.86
56:44.0,-8.495408,41.478692,130.7,4.6,-1221.859
56:45.0,-8.495401,41.478703,130.8,4.5,-1221.858
56:46.0,-8.495393,41.478715,130.8,4.9,-1221.856
56:47.0,-8.495386,41.478727,130.8,4.8,-1221.855
56:48.0,-8.495379,41.478739,130.7,4.8,-1221.854
56:49.0,-8.495373,41.478749,130.7,5.0,-1221.853
56:50.0,-8.495365,41.478763,130.6,4.5,-1221.851
56:51.0,-8.495358,41.478775,130.4,4.9,-1221.85
56:52.0,-8.49535,41.478787,130.2,4.9,-1221.848
56:53.0,-8.495343,41.478799,130.1,4.7,-1221.847
56:54.0,-8.495336,41.478811,130.1,5.0,-1221.846
56:55.0,-8.495328,41.478824,130.1,4.9,-1221.844
56:56.0,-8.495321,41.478836,130.1,4.8,-1221.843
56:57.0,-8.495314,41.478848,130.2,4.9,-1221.842
56:58.0,-8.495306,41.47886,130.2,4.9,-1221.84
56:59.0,-8.495301,41.47887,130.2,4.8,-1221.839
57:00.0,-8.495292,41.478884,130.1,4.7,-1221.838
57:01.0,-8.495285,41.478897,129.9,5.0,-1221.836
57:02.0,-8.495277,41.478909,129.7,4.8,-1221.835
57:03.0,-8.49527,41.478921,129.7,4.8,-1221.834
57:04.0,-8.495263,41.478932,129.6,4.6,-1221.832
57:05.0,-8.495256,41.478944,129.6,4.9,-1221.831
57:06.0,-8.495249,41.478956,129.5,4.7,-1221.83
57:07.0,-8.495243,41.478967,129.5,4.2,-1221.829
57:08.0,-8.495236,41.478978,129.6,4.7,-1221.827
57:09.0,-8.49523,41.478988,129.6,4.7,-1221.826
57:10.0,-8.495222,41.479001,129.7,4.5,-1221.825
57:11.0,-8.495215,41.479013,129.6,4.8,-1221.823
57:12.0,-8.495207,41.479026,129.4,4.9,-1221.822
57:13.0,-8.4952,41.479038,129.4,4.8,-1221.821
57:14.0,-8.495193,41.47905,129.5,4.8,-1221.819
57:15.0,-8.495186,41.479061,129.4,4.7,-1221.818
57:16.0,-8.495179,41.479073,129.4,4.5,-1221.817
57:17.0,-8.495172,41.479084,129.4,4.6,-1221.815
57:18.0,-8.495165,41.479096,129.3,4.7,-1221.814
57:19.0,-8.495159,41.479106,129.5,5.0,-1221.813
57:20.0,-8.495151,41.47912,129.5,4.6,-1221.812
57:21.0,-8.495143,41.479132,129.3,4.7,-1221.81
57:22.0,-8.495136,41.479144,129.1,4.9,-1221.809
57:23.0,-8.495129,41.479157,129.2,5.0,-1221.807
57:24.0,-8.495121,41.479169,129.1,4.8,-1221.806
57:25.0,-8.495114,41.479181,129.1,5.0,-1221.805
57:26.0,-8.495107,41.479193,129.2,4.7,-1221.803
57:27.0,-8.4951,41.479205,129.3,4.7,-1221.802
57:28.0,-8.495093,41.479217,129.3,4.8,-1221.801
57:29.0,-8.495087,41.479226,129.4,4.8,-1221.8
57:30.0,-8.495078,41.47924,129.3,4.7,-1221.798
57:31.0,-8.495072,41.479252,129.4,4.5,-1221.797
57:32.0,-8.495064,41.479264,129.4,4.9,-1221.796
57:33.0,-8.495057,41.479276,129.4,4.7,-1221.794
57:34.0,-8.49505,41.479288,129.4,5.0,-1221.793
57:35.0,-8.495042,41.479301,129.5,4.9,-1221.791
57:36.0,-8.495035,41.479313,129.8,4.8,-1221.79
57:37.0,-8.495028,41.479325,129.7,4.9,-1221.789
57:38.0,-8.495021,41.479336,129.6,4.6,-1221.788
57:39.0,-8.495015,41.479346,129.6,4.8,-1221.786
57:40.0,-8.495006,41.479361,129.7,5.0,-1221.785
57:41.0,-8.494999,41.479373,129.7,4.7,-1221.783
57:42.0,-8.494992,41.479385,129.8,4.8,-1221.782
57:43.0,-8.494984,41.479397,129.8,4.8,-1221.781
57:44.0,-8.494977,41.479409,129.9,4.8,-1221.779
57:45.0,-8.49497,41.479421,129.9,4.7,-1221.778
57:46.0,-8.494963,41.479433,129.8,4.8,-1221.777
57:47.0,-8.494956,41.479444,129.8,4.7,-1221.776
57:48.0,-8.494949,41.479456,129.7,4.8,-1221.774
57:49.0,-8.494943,41.479466,129.7,4.7,-1221.773
57:50.0,-8.494934,41.479481,129.7,5.1,-1221.771
57:51.0,-8.494927,41.479493,129.7,4.8,-1221.77
57:52.0,-8.49492,41.479505,129.6,4.8,-1221.769
57:53.0,-8.494912,41.479517,129.6,5.0,-1221.767
57:54.0,-8.494905,41.479529,129.5,4.8,-1221.766
57:55.0,-8.494898,41.479541,129.4,4.8,-1221.765
57:56.0,-8.49489,41.479554,129.5,5.1,-1221.763
57:57.0,-8.494883,41.479566,129.5,4.8,-1221.762
57:58.0,-8.494876,41.479578,129.3,4.8,-1221.761
57:59.0,-8.49487,41.479588,129.1,4.8,-1221.76
58:00.0,-8.494861,41.479602,129.0,4.9,-1221.758
58:01.0,-8.494854,41.479614,129.0,4.7,-1221.757
58:02.0,-8.494847,41.479626,129.2,4.9,-1221.755
58:03.0,-8.494839,41.479639,129.3,5.1,-1221.754
58:04.0,-8.494832,41.479651,129.2,4.9,-1221.753
58:05.0,-8.494825,41.479663,129.1,4.7,-1221.751
58:06.0,-8.494818,41.479675,129.0,4.8,-1221.75
58:07.0,-8.494811,41.479687,128.9,4.6,-1221.749
58:08.0,-8.494803,41.479699,128.9,4.8,-1221.747
58:09.0,-8.494797,41.479709,128.8,4.9,-1221.746
58:10.0,-8.494789,41.479723,128.7,4.7,-1221.745
58:11.0,-8.494782,41.479734,128.7,4.7,-1221.743
58:12.0,-8.494775,41.479747,128.7,4.9,-1221.742
58:13.0,-8.494767,41.479759,128.5,4.7,-1221.741
58:14.0,-8.49476,41.47977,128.5,4.7,-1221.739
58:15.0,-8.494753,41.479783,128.5,4.9,-1221.738
58:16.0,-8.494746,41.479795,128.5,4.8,-1221.737
58:17.0,-8.494738,41.479807,128.7,4.9,-1221.735
58:18.0,-8.494731,41.479819,128.4,4.7,-1221.734
58:19.0,-8.494725,41.479829,128.4,4.9,-1221.733
58:20.0,-8.494717,41.479843,128.5,4.9,-1221.731
58:21.0,-8.494709,41.479856,128.5,5.0,-1221.73
58:22.0,-8.494702,41.479868,128.4,5.0,-1221.728
58:23.0,-8.494694,41.47988,128.3,4.9,-1221.727
58:24.0,-8.494687,41.479892,128.2,4.8,-1221.726
58:25.0,-8.49468,41.479905,128.2,5.0,-1221.724
58:26.0,-8.494673,41.479916,128.2,4.6,-1221.723
58:27.0,-8.494666,41.479928,128.2,4.9,-1221.722
58:28.0,-8.494658,41.479941,128.1,4.8,-1221.72
58:29.0,-8.494653,41.47995,127.9,4.6,-1221.719
58:30.0,-8.494644,41.479964,127.9,4.8,-1221.718
58:31.0,-8.494637,41.479976,128.0,4.7,-1221.717
58:32.0,-8.49463,41.479988,128.2,4.8,-1221.715
58:33.0,-8.494622,41.48,128.2,5.0,-1221.714
58:34.0,-8.494615,41.480013,128.0,5.0,-1221.712
58:35.0,-8.494608,41.480025,128.0,4.8,-1221.711
58:36.0,-8.4946,41.480037,127.9,4.8,-1221.71
58:37.0,-8.494593,41.48005,128.1,5.1,-1221.708
58:38.0,-8.494586,41.480062,128.1,4.8,-1221.707
58:39.0,-8.49458,41.480071,128.1,4.6,-1221.706
58:40.0,-8.494571,41.480085,128.2,4.9,-1221.704
58:41.0,-8.494564,41.480098,128.3,5.0,-1221.703
58:42.0,-8.494557,41.48011,128.3,4.7,-1221.702
58:43.0,-8.494549,41.480122,128.1,4.8,-1221.7
58:44.0,-8.494542,41.480134,128.0,4.7,-1221.699
58:45.0,-8.494535,41.480145,127.9,4.7,-1221.698
58:46.0,-8.494528,41.480158,127.8,4.9,-1221.696
58:47.0,-8.494521,41.480169,127.8,4.6,-1221.695
58:48.0,-8.494514,41.480181,127.8,4.9,-1221.694
58:49.0,-8.494508,41.480191,128.0,4.9,-1221.693
58:50.0,-8.494499,41.480206,128.1,5.1,-1221.691
58:51.0,-8.494491,41.480219,128.0,5.0,-1221.69
58:52.0,-8.494484,41.480231,127.9,4.8,-1221.688
58:53.0,-8.494477,41.480243,128.0,4.8,-1221.687
58:54.0,-8.49447,41.480254,127.9,4.6,-1221.686
58:55.0,-8.494463,41.480266,128.0,4.8,-1221.684
58:56.0,-8.494456,41.480278,128.1,4.8,-1221.683
58:57.0,-8.494448,41.480291,128.0,4.9,-1221.682
58:58.0,-8.494441,41.480303,127.9,4.8,-1221.68
58:59.0,-8.494435,41.480313,127.8,4.9,-1221.679
59:00.0,-8.494426,41.480327,127.8,4.8,-1221.678
59:01.0,-8.494419,41.480339,127.9,4.8,-1221.676
59:02.0,-8.494412,41.480351,127.9,4.9,-1221.675
59:03.0,-8.494404,41.480364,127.8,4.9,-1221.673
59:04.0,-8.494397,41.480375,127.9,4.6,-1221.672
59:05.0,-8.49439,41.480388,128.0,4.9,-1221.671
59:06.0,-8.494383,41.480399,128.1,4.7,-1221.67
59:07.0,-8.494376,41.480412,128.0,4.9,-1221.668
59:08.0,-8.494368,41.480424,127.8,4.8,-1221.667
59:09.0,-8.494363,41.480433,127.8,4.8,-1221.666
59:10.0,-8.494354,41.480448,127.8,4.8,-1221.664
59:11.0,-8.494346,41.48046,127.8,5.0,-1221.663
59:12.0,-8.494339,41.480473,127.8,4.9,-1221.661
59:13.0,-8.494332,41.480485,127.8,4.9,-1221.66
59:14.0,-8.494324,41.480497,127.9,5.0,-1221.659
59:15.0,-8.494317,41.480509,127.9,4.8,-1221.657
59:16.0,-8.49431,41.480521,127.8,4.7,-1221.656
59:17.0,-8.494303,41.480533,127.7,4.8,-1221.655
59:18.0,-8.494296,41.480545,127.7,4.7,-1221.653
59:19.0,-8.49429,41.480554,127.7,4.8,-1221.652
59:20.0,-8.494282,41.480568,127.7,4.6,-1221.651
59:21.0,-8.494274,41.48058,127.8,4.7,-1221.649
59:22.0,-8.494267,41.480592,128.0,4.8,-1221.648
59:23.0,-8.49426,41.480604,128.1,4.8,-1221.647
59:24.0,-8.494253,41.480616,128.1,4.8,-1221.645
59:25.0,-8.494246,41.480628,128.0,4.9,-1221.644
59:26.0,-8.494239,41.48064,128.0,4.7,-1221.643
59:27.0,-8.494231,41.480652,127.8,4.8,-1221.641
59:28.0,-8.494224,41.480664,127.7,4.8,-1221.64
59:29.0,-8.494218,41.480674,127.9,4.9,-1221.639
59:30.0,-8.49421,41.480688,127.9,4.8,-1221.637
59:31.0,-8.494203,41.4807,128.1,4.6,-1221.636
59:32.0,-8.494196,41.480712,128.1,4.8,-1221.635
59:33.0,-8.494189,41.480723,128.1,4.6,-1221.634
59:34.0,-8.494182,41.480735,128.1,4.6,-1221.632
59:35.0,-8.494175,41.480747,128.1,4.7,-1221.631
59:36.0,-8.494168,41.480758,128.1,4.7,-1221.63
59:37.0,-8.49416,41.480771,128.2,4.9,-1221.628
59:38.0,-8.494153,41.480783,128.1,4.8,-1221.627
59:39.0,-8.494147,41.480792,128.1,4.8,-1221.626
59:40.0,-8.494138,41.480807,128.1,4.9,-1221.624
59:41.0,-8.494131,41.480819,128.1,4.8,-1221.623
59:42.0,-8.494124,41.480831,128.1,4.9,-1221.622
59:43.0,-8.494116,41.480844,128.0,4.9,-1221.62
59:44.0,-8.494109,41.480856,127.9,4.8,-1221.619
59:45.0,-8.494102,41.480868,128.0,4.8,-1221.618
59:46.0,-8.494095,41.48088,128.0,4.8,-1221.616
59:47.0,-8.494087,41.480892,128.2,4.9,-1221.615
59:48.0,-8.49408,41.480904,128.2,4.8,-1221.614
59:49.0,-8.494074,41.480914,128.2,4.8,-1221.612
59:50.0,-8.494066,41.480927,128.0,4.5,-1221.611
59:51.0,-8.494059,41.48094,127.8,5.1,-1221.609
59:52.0,-8.494051,41.480952,127.7,4.8,-1221.608
59:53.0,-8.494044,41.480964,127.7,4.9,-1221.607
59:54.0,-8.494037,41.480976,127.6,4.8,-1221.605
59:55.0,-8.49403,41.480988,127.6,4.8,-1221.604
59:56.0,-8.494022,41.481,127.6,4.8,-1221.603
59:57.0,-8.494015,41.481013,127.4,5.1,-1221.601
59:58.0,-8.494007,41.481026,127.4,5.0,-1221.6
59:59.0,-8.494001,41.481036,127.3,4.8,-1221.599
00:00.0,-8.493992,41.481051,127.2,5.1,-1221.597
00:01.0,-8.493984,41.481064,127.2,5.3,-1221.596
00:02.0,-8.493977,41.481077,127.3,5.1,-1221.594
00:03.0,-8.493969,41.481089,127.3,4.9,-1221.593
00:04.0,-8.493962,41.481102,127.2,5.1,-1221.592
00:05.0,-8.493954,41.481114,127.1,5.0,-1221.59
00:06.0,-8.493947,41.481126,127.0,4.7,-1221.589
00:07.0,-8.49394,41.481138,127.1,4.8,-1221.588
00:08.0,-8.493932,41.48115,127.2,4.9,-1221.586
00:09.0,-8.493926,41.481161,127.2,5.1,-1221.585
00:10.0,-8.493917,41.481176,127.2,5.1,-1221.583
00:11.0,-8.49391,41.481188,127.1,4.8,-1221.582
00:12.0,-8.493903,41.4812,127.2,4.9,-1221.581
00:13.0,-8.493895,41.481212,127.1,4.8,-1221.579
00:14.0,-8.493888,41.481224,127.2,4.9,-1221.578
00:15.0,-8.493881,41.481236,127.3,4.8,-1221.577
00:16.0,-8.493874,41.481248,127.3,4.8,-1221.575
00:17.0,-8.493866,41.481261,127.4,4.9,-1221.574
00:18.0,-8.493859,41.481273,127.5,5.0,-1221.573
00:19.0,-8.493852,41.481284,127.3,5.2,-1221.571
00:20.0,-8.493844,41.481298,127.2,4.8,-1221.57
00:21.0,-8.493836,41.48131,127.1,4.9,-1221.568
00:22.0,-8.493829,41.481323,127.1,5.0,-1221.567
00:23.0,-8.493821,41.481336,126.9,5.1,-1221.566
00:24.0,-8.493814,41.481348,126.7,4.9,-1221.564
00:25.0,-8.493806,41.48136,126.7,5.0,-1221.563
00:26.0,-8.493799,41.481373,126.6,5.1,-1221.561
00:27.0,-8.493791,41.481386,126.7,5.0,-1221.56
00:28.0,-8.493784,41.481398,126.7,5.0,-1221.559
00:29.0,-8.493778,41.481408,126.6,5.0,-1221.558
00:30.0,-8.493769,41.481423,126.5,5.1,-1221.556
00:31.0,-8.493761,41.481435,126.6,4.7,-1221.555
00:32.0,-8.493754,41.481447,126.6,4.7,-1221.553
00:33.0,-8.493747,41.481459,126.6,4.8,-1221.552
00:34.0,-8.49374,41.481471,126.5,4.9,-1221.551
00:35.0,-8.493732,41.481484,126.5,5.0,-1221.549
00:36.0,-8.493725,41.481496,126.5,4.8,-1221.548
00:37.0,-8.493718,41.481508,126.5,4.8,-1221.546
00:38.0,-8.49371,41.48152,126.5,4.9,-1221.545
00:39.0,-8.493705,41.48153,126.5,4.8,-1221.544
00:40.0,-8.493696,41.481544,126.5,4.6,-1221.542
00:41.0,-8.493689,41.481556,126.7,5.0,-1221.541
00:42.0,-8.493681,41.481569,126.7,5.0,-1221.54
00:43.0,-8.493674,41.481581,126.8,4.9,-1221.538
00:44.0,-8.493666,41.481594,126.8,5.0,-1221.537
00:45.0,-8.493659,41.481606,126.9,4.9,-1221.536
00:46.0,-8.493652,41.481618,126.8,4.7,-1221.534
00:47.0,-8.493644,41.48163,126.9,5.0,-1221.533
00:48.0,-8.493637,41.481643,126.9,4.8,-1221.532
00:49.0,-8.493631,41.481652,126.9,4.8,-1221.53
00:50.0,-8.493622,41.481667,126.8,5.0,-1221.529
00:51.0,-8.493615,41.481679,126.9,4.8,-1221.527
00:52.0,-8.493608,41.481691,127.1,4.9,-1221.526
00:53.0,-8.4936,41.481704,127.0,5.0,-1221.525
00:54.0,-8.493593,41.481716,127.0,4.8,-1221.523
00:55.0,-8.493586,41.481728,127.2,4.7,-1221.522
00:56.0,-8.493578,41.48174,127.3,5.1,-1221.521
00:57.0,-8.493571,41.481753,127.3,4.9,-1221.519
00:58.0,-8.493564,41.481765,127.3,4.9,-1221.518
00:59.0,-8.493558,41.481774,127.4,4.7,-1221.517
41:44.0,-6.461708,44.868191,127.5,7.6,-845.625
41:45.0,-6.461693,44.868216,127.4,12.6,-845.622
41:46.0,-6.461665,44.868262,127.4,16.3,-845.617
41:47.0,-6.461643,44.868299,127.6,16.8,-845.613
41:48.0,-6.461615,44.868345,127.7,16.7,-845.608
41:49.0,-6.461594,44.868381,127.8,15.9,-845.604
41:50.0,-6.461568,44.868424,127.9,15.4,-845.599
41:51.0,-6.461553,44.868449,127.9,10.3,-845.596
41:52.0,-6.461539,44.868473,127.8,9.6,-845.593
41:53.0,-6.461525,44.868496,127.8,9.1,-845.591
41:54.0,-6.461512,44.868517,127.7,8.5,-845.588
41:55.0,-6.461498,44.86854,127.7,8.9,-845.586
41:56.0,-6.461484,44.868564,127.7,10.2,-845.583
41:57.0,-6.461465,44.868596,127.8,11.8,-845.58
41:58.0,-6.46145,44.868622,127.8,11.5,-845.577
41:59.0,-6.461429,44.868656,127.8,12.6,-845.573
42:00.0,-6.461408,44.868691,127.7,15.7,-845.569
42:01.0,-6.461381,44.868736,127.6,16.0,-845.564
42:02.0,-6.46136,44.86877,127.6,15.8,-845.56
